,Russian,English
657,Пельмени со сморчками и дичью в крепком бульоне из белых грибов,Dumplings with morels and wild meat in strong porcini mushroom broth
658,Таймырский палтус с молодыми листьями и маринованными томатами,Taimyr halibut garnished with baby leaves and marinated tomatoes
659,Севиче из нерки с капустой в соусе из шампанского с икрой,Sockeye salmon ceviche with cabbage in champagne sauce and caviar
660,Хрустящие камни с панна-коттой из берёзы и сорбетом из зелёных яблок,Crispy rocks with birch panna cotta and green apple sorbet
661,Облепиховка на чёрной смородине с тигровыми креветками,Sea buckthorn with blackcurrant and tiger prawns
662,Черёмуховый медовик с квашеной капустой и камчатским крабом,Bird cherry honey cake with sauerkraut and red king crab
663,Куриный тартар с вялеными клюквами и копчёным сливочным маслом,Chicken tartare with dried cranberries and smoked butter
664,Цыплёнок с мелко нарезанным севиче из нерки и ферментированным крыжовником,Chicken with finely chopped sockeye salmon ceviche and fermented gooseberries
665,Таймырский олень с гречневым хлебом и взбитым маслом,Taimyr deer with buckwheat bread and whipped butter
666,Креветки на гриле с пряным соусом из шампанского и маринованной черешней,Grilled shrimp with spicy champagne sauce and pickled cherries
667,Пельмени из северных рыб с пряной облепихой в копченом рыбном бульоне с икрой лосося,Northern fish dumplings with spicy sea-buckthorn berry in smoked fish broth with salmon caviar
668,"Стейк Портерхаус Black Angus с душой тайги и золотой бабой, украшенной мороженым из смородинового листа",Black Angus porterhouse steak with the soul of Taiga and Golden Baba served with currant leaf ice cream
669,"Фермерская перепелка, фаршированная картофелем и белыми грибами с кедровым орехом и крем из запечённых в печи тыквы и моркови с имбирём","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts served with oven baked pumpkin and carrot cream with ginger."
670,Утиная ножка конфи с муссом из подкопчённого топинамура и чипсами из сезонных корнеплодов с различными сырами и абанским мёдом,Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips served with various cheeses and local honey.
671,"Суп-капучино на суттуг шай с фермерской перепелкой, фаршированной картофелем и белыми грибами",Suttug shai tea cappuccino-soup with farm quail stuffed with potatoes and porcini mushrooms
672,Тигровые креветки с домашней страчателлой и зелёным салатом с арбузной редькой и брокколи,Tiger prawns with homemade stracciatella and green salad with watermelon radish and broccoli
673,Хрустящий камень с тигровыми креветками и фисташками,Crispy rock with tiger prawns and pistachios
674,Чёрный медовик с орекьетте в фисташковом креме,Black honey cake with orecchiette pasta in pistachio crème-sauce
675,"Крем из запеченой в печи тыквы и моркови с имбирем, хариусом и взбитым маслом","Oven baked pumpkin and carrot cream with ginger, grayling and whipped butter"
676,"Енисейская нельма с тигровыми креветками, попкорном из гречки и соусом на хрене","Yenisei nelma with tiger prawns, buckwheat popcorn and horseradish sauce"
677,Печеные перцы с ореховым кранчем и лимонадами,Roasted peppers with crunchy walnut and lemonades
678,Утиная ножка конфи с зеленым салатом и трюфельной перловкой,Duck leg confit with green salad and truffle pearl barley
679,"Королевские шампиньоны гриль с кремом из запечённой тыквы и моркови, тигровыми креветками и попкорном из гречки","Grilled white mushrooms with oven baked pumpkin and carrot cream, grilled tiger prawns and buckwheat popcorn"
680,Фермерская морковь запечённая по-перуански с кукурузным муссом и щавелем,Farmer's carrots baked Peruvian style with corn mousse and sorrel
681,Черёмуховый медовик с зеленым чаем,Bird cherry honey cake with green tea
682,Устрица с фермерской сметаной и лимонным желе,Oyster with farm sour cream and lemon jelly
683,"Окрошка с цыплёнком и устрицей, заправкой на квасе","Okroshka cold soup with kvass, chicken and oyster"
684,"Фермерская перепёлка с голубикой и сморчками, домашней страчателлой","Farm quail with blueberry and morels, served with homemade stracciatella"
685,Сет бонбонов «Трюфельный вкус» с темным шоколадом и вяленой клюквой,"Set of bon-bons ""Truffle taste"" with dark chocolate and dried cranberries"
686,Утиная ножка конфи с трюфельным жу и чипсами из сезонных корнеплодов,Duck leg confit with truffle jus and seasonal root vegetable chips
687,Цукини гриль с хрустящими баклажанами в медовом винегрете,Grilled zucchini with crispy eggplant in honey vinaigrette
688,"Камчатская нерка с авокадо, малосольным лососем и соусом из сморчков","Kamchatka sockeye salmon with avocado, lightly salted salmon and morel sauce"
689,Какао с маршмеллоу и чизкейк камамбер с икрой енисейской стерляди,Hot Cocoa With Marshmallows and Camembert cheesecake with Yenisei sterlet caviar
690,Туруханский муксун с лимонным пирогом и кремом маскарпоне,Turukhansk muksun with lemon pie and mascarpone cream
691,Стейк Портерхаус с гречишными оладьями и взбитым маслом,Porterhouse steak with buckwheat fritters and whipped butter
692,Стейк Денвер Black Angus с чиром и квашеной капустой,Black Angus denver steak with broad whitefish and sauerkraut
693,Грушево - яблочный с Павловой и сорбетом из жимолости,Pear-apple with Pavlova and honeysuckle sorbet
694,Брускетта с печёным баклажаном и сыровяленым лосем,Bruschetta with baked eggplant and dried elk
695,"Хурма с авокадо, семечками подсолнуха и брусникой","Persimmon with avocado, sunflower seeds and cranberries"
696,"Сет конфет ручной работы ""Вкусы Енисейской Сибири"" клюква-биттер и темный шоколад с вяленой клюквой и кедровым орехом","Set of handmade sweets ""Tastes of the Yenisei Siberia"" bitter cranberry and dark chocolate sweets with dried cranberries and pine nuts"
697,Уха из северных рыб с молоками лосося и гречишными оладьями с взбитым маслом,Traditional Russian fish soup uha with salmon milt served with buckwheat fritters and whipped butter
698,Пельмени из северных рыб с вяленым желтком в копченом рыбном бульоне,Northern fish dumplings with dried yolk in smoked fish broth
699,Конфеты ручной работы с кремом из печёного перца и кукурузы,Handmade sweets with roasted pepper and corn cream
700,Тартар из марала с зеленым соусом и медовым винегретом на стеклянном хлебе с арбузной редькой,Siberian stag tartare with green sauce and honey vinaigrette on glass bread with watermelon radish
701,"Имты с фермерской перепелкой, фаршированной картофелем и белыми грибами, и коктейлем Шу Пуэр","Imty with farm quail stuffed with potatoes and porcini mushrooms, served with Shú pǔ ěr cocktail"
702,"Енисейская нельма с черной икрой из боровиков, сырным кремом из раков, кремом из картофеля и молодыми листьями","Yenisei nelma with black mushroom caviar, crayfish cheese cream, potato purée and baby leaves"
703,"Бургер с фалангой краба, кремом из черной икры, эспумой из кабана и салатом из молодых листьев","Crab phalanges burger with black caviar cream, wild boar foam and young leaves salad"
704,Брускетта с камчатским крабом и сырным кремом,Bruschetta with red king crab and cheese cream
705,Зеленый салат с арбузной редькой и копченым сливочным маслом,Green salad with watermelon radish and smoked butter
706,Стейк-салат с мраморной говядиной Black Angus с печёными перцами и брусникой в горчичном дипе,Marbled Black Angus beef with roasted peppers and cranberries in a mustard dip
707,"Брускетта с печёным баклажаном, козьим сыром и грецким орехом","Bruschetta with baked eggplant, goat cheese and walnut"
708,Стейк Денвер с шоколадным бисквитом и брусникой,Black Angus denver steak with chocolate biscuit and cranberries
709,Творожный чизкейк с квашеной капустой и карамелью,Homemade cheesecake with sauerkraut and caramel
710,Хариус с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grayling with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
711,"Грудка цыпленка с грибной глазурью, цукини и шпинатом с холодным бульоном кукси","Chicken breast in mushroom glaze with zucchini and spinach, garnished with cold kuksu broth"
712,Домашняя лапша с куриным филе и разными листьями в медовом винегрете,Homemade noodles with chicken fillet and leaves served with honey vinaigrette
713,Таймырский палтус с арбузной редькой и брокколи на картофельном креме с вяленым желтком,Taimyr halibut with watermelon radish and broccoli on potato purée with dried yolk
714,Стейк Рибай Black Angus с домашней лапшой и креветками в креветочном биске,Black Angus ribeye steak with homemade noodles and shrimp in shrimp bisque
715,Хрустящие камни с трюфельным соусом и королевскими шампиньонами гриль,Crispy rocks with truffle sauce and grilled white mushrooms
716,Стейк-салат с мраморной говядиной Black Angus с пюре из печеного яблока и брусники,Marbled Black Angus beef salad with baked apple and lingonberry purée
717,Креветки на гриле с соусом на курут и разными сырами с абанским мёдом,Grilled shrimp with kashk sauce and various cheeses with local honey
718,Грудка цыпленка с трюфельным муссом пармезан и коппой из яка,Chicken breast with truffle Parmesan mousse and yak coppa
719,"Эспрессо с разными сырами, абанским мёдом и ягодным мармеладом","Espresso with various cheeses, local honey and berry marmalade"
720,Сладкие пельмени из северных рыб с кремом авокадо и пряной облепихой,Sweet northern fish dumplings with avocado cream and spicy sea-buckthorn berry
721,Цукини гриль с таежной брусникой и коппой тувинского яка,Grilled zucchini with taiga cranberries and Tuvan yak coppa
722,Пельмени с камчатским крабом и сморчками в трюфельном голландезе,Dumplings with king crab and morels in truffle hollandaise
723,Тигровые креветки с домашней страчателлой и картофельными пельменями с огуречным кетчупом,Tiger prawns with homemade stracciatella and potato dumplings served with cucumber ketchup
724,Пельмени с магаданскими креветками и черёмуховым медовиком со сметанным кремом,Dumplings with Magadan shrimps and bird cherry honey cake with black coffee buttercream
725,Тувинские чебуреки хуужуры с оленем и пиццей Перра Пеканте с голубым сыром дор блю,Tuvan reindeer meat khuushuur with Pera picante pizza with dorblu cheese
726,Тартар из хакасской говядины с пюре манго и зеленой глазурью,Khakass beef tartare with mango purée and green glaze
727,Тирамису с соусом из печеного перца и молодыми листьями,Tiramisu with roasted pepper sauce and baby leaves
728,"Свекольные равиоли с черной неркой, кедровым урбечом и малиновым соусом","Beetroot ravioli with black sockeye salmon, cedar nut butter and raspberry sauce"
729,Устрица с березовой меренгой и гелем из березового сока,Oyster with birch meringue and birch sap gel
730,Уха из северных рыб с березовым мороженым и томатом,Traditional Russian fish soup uha with birch ice cream and tomato
731,Чай Брусничник с пельменями из северных рыб в копченом рыбном бульоне,Lingonberry tea with northern fish dumplings in smoked fish broth
732,Фаланга камчатского краба с юколой лося и соусом из таежной черемши,King crab phalanges with elk yukola and Taiga wild garlic sauce
733,Тартар из корейки косули с кремом авокадо и маринованными луком,Roe deer loin tartare with avocado cream and pickled onions
734,"Капучино кокосовый с домашним чизкейком, карамелью и лесными орехами","Coconut cappuccino with homemade cheesecake, caramel and nuts"
735,"Ростбиф из говядины с картофелем из печи, копчёным сливочным маслом и сметаной","Roast beef garnished with baked potatoes, smoked butter and sour cream"
736,"Камчатская нерка с молодым картофелем, печеными перцами и разными листьями в горчичном дипе","Kamchatka sockeye salmon with baby potatoes, roasted peppers and assorted leaves in a mustard dip"
737,"Тартар из хакасской говядины с вялеными домашними томатами, черемшой и щавелем","Khakass beef tartare with dried tomatoes, wild garlic and sorrel"
738,Стейк-салат с мраморной говядиной Black Angus с хрустящими баклажанами и маринованными томатами в соусе чили терияки,Marbled Black Angus beef salad with crispy eggplant and marinated tomatoes in teriyaki chili sauce
739,Пряная облепиха с грушево-яблочным салатом и взбитым маслом,Spicy sea-buckthorn berry with pear-apple salad and whipped butter
740,Нельма с кремом из копченой тыквы и трюфельным жу,Nelma with smoked pumpkin cream and truffle jus
741,"Фермерская перепёлка, фаршированная картофелем и белыми грибами с икрой хариуса","Farm quail stuffed with potatoes, porcini mushrooms and grayling caviar"
742,"Хурма с авокадо и грецким орехом, черри, семечками подсолнуха и соусом из тофу с медом","Persimmon with avocado, walnuts, cherry tomatoes and sunflower seeds served with honey-tofu sauce"
743,Стейк стриплойн Black angus с квашеной капустой и брусникой,Black Angus striploin steak with sauerkraut and cranberries
744,Уха из северных рыб с манго и маракуйей,Traditional Russian fish soup uha with mango and passionfruit
745,Домашняя лапша с таймырским палтусом и грибным демигласом,"Homemade noodles, Taimyr halibut and mushroom demi-glace"
746,Салат с авокадо и лимонад,Salad with avocado and lemonade
747,Сладкий шоколадный фондан с тирамису,Sweet chocolate fondant with tiramisu
748,Мандарин-роза с шоколадным фонданом,Tangerine-rose with chocolate fondant
749,Пельмени с камчатским крабом и черёмуховым медовиком,Dumplings with king crab and bird cherry honey cake
750,"Таймырский олень с грибным демигласом, авокадо гриль и картофельными пельменями","Taimyr venison with mushroom demi-glace, grilled avocado and broccoli-potato dumplings"
751,"Фермерская перепёлка с глазированной свеклой, сметаной-чесноком и маринованными томатами","Farm quail with glazed beets, sour cream-garlic and pickled tomatoes"
752,Креветки на гриле с квашеной капустой и брусникой,Grilled shrimp with sauerkraut and cranberries
753,Фаланга камчатского краба с пюре из манго и чёрным чесноком,King crab phalanges served with mango purée and black garlic
754,"Салат Панцанелла с авокадо, черешней и маслинами","Panzanella salad with avocado, cherry and olives"
755,Бордовая Павлова с молочным кремом и орехами,Burgundy Pavlova with cream and nuts
756,Жареный сахалинский гребешок с камчатским крабом,Fried Sakhalin scallop with king crab
757,Чай Лесной дар с лимонадом,Forest gift tea with lemonades
758,Пельмени с боровиками и тигровыми креветками в трюфельном соусе на сметане,Dumplings with forest mushrooms and tiger prawns in truffle sauce served with sour cream
759,Уха из северных рыб с боровиками и картофельным кремом,Traditional Russian fish soup uha with forest mushrooms and potato purée
760,Хрустящие камни с кленовым соусом и маринованной черешней,Crispy rocks with maple sauce and pickled cherries
761,Тартар из хакасской говядины с соусом на курут и красноярской черемшой,Khakass beef tartare with kashk sauce and Krasnoyarsk ramsons
762,Говяжье ребро с консоме из сахарной косточки и подкопченной сметаной,Wood stove-baked beef rib with bone consommé and smoked sour cream
763,"Черный оливье с малосольным огурцом, кедровыми орехами и тартаром из говядины","Black Russian salad with salted cucumber, pine nuts and beef steak tartare"
764,"Стейк-салат с мраморной говядиной Black Angus с сезонной черемшой, битыми огурцами и маринованными брусниками","Marbled Black Angus beef salad with seasonal wild garlic, smashed cucumbers, and pickled cranberries"
765,"Какао с кремом и брусникой, домашним чизкеем и чёрным чесноком","Hot chocolate with cream and cranberries, homemade cheesecake, and black garlic"
766,Тартар из корейки косули с молочным улуном и вяленым маралом,Roe deer loin tartare with milk oolong and jerked siberian stag
767,Бочковые рыжики с пате из марала и свежевыжатым апельсиновым фрешем,Forest mushrooms with siberian stag pâté and fresh orange juice
768,Утиная ножка конфи с чесноком и корнеплодами в бульоне из белых грибов,Duck leg confit with garlic and root vegetables in strong porcini mushrooms broth
769,Таймырский олень с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов,Taimyr deer with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
770,Тартар из оленя с вяленым яком и блэк ангусом,Deer tartare with dried yak meat and black angus
771,Березовая меренга с квашеной капустой и брусникой,Birch meringue with sauerkraut and cranberries
772,"Баклажан из печи с лимонным кимчи, ореховым соусом и сезонными травами","Wood stove baked eggplant with lemon kimchi, nut sauce and seasonal herbs"
773,Хрустящие камни с терияки и юколой лося с консоме́ из сахарной косточки,Crispy rocks with teriyaki and moose yukola served with bone consommé
774,Утиная ножка конфи с горчичным дипом и молодым картофелем,Duck leg confit with mustard dip and baby potatoes
775,Баклажан из печи с сырым соусом и черри,Wood stove baked eggplant with cheese sauce and cherry tomatoes
776,Коппа тувинского яка с запечённой фермерской морковью и кремом из кешью,Tuvan yak coppa with baked farmer's carrots and cashew cream
777,Нерка с муссом из подкопчённого топинамбура и маринованной рябиной,Sockeye salmon with smoked Jerusalem artichoke mousse and pickled rowanberries
778,Таймырский палтус с маринованными томатами и хрустящими баклажанами,Taimyr halibut with marinated tomatoes and crispy eggplant
779,Черный оливье с фермерской перепелкой и кремом из картофеля,Black Russian salad with farm quail and potato cream
780,Закуски,Appetizers
781,Грудка цыпленка с птитимом и трюфельным муссом пармезан,Chicken breast with ptitim and truffle Parmesan mousse
782,Имты с птитимом и трюфельным муссом пармезан,Imty with ptitim and truffle Parmesan mousse
783,Грудка цыпленка с рожками и вяленой клювой,Chicken breast with cones and dried cranberries
784,"Брускетта с камчатским крабом и авокадо, семечками подсолнуха и соусом из тофу с медом","Bruschetta with red king crab, avocado, sunflower seeds and honey-tofu sauce"
785,"Зеленый салат с арбузной редькой и цыплёнком гриль, броколи и медовым винегретом","Green salad with watermelon radish, grilled chicken, broccoli and honey vinaigrette"
786,Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
787,"Домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Homemade cheesecake with caramel, blueberry, ice cream mousse and nuts"
788,"Хрустящие камни с сырным кремом на копчёном хариусе и юколой нерки с икрой хариуса, подающиеся с фермерской перепёлкой, чинённой креветкой и шпинатом","Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar, served with farm quail stuffed with shrimps and spinach"
789,"Тугун с таймырским палтусом, подается с крабовым соусом и молодыми листьями",Tugun with Taimyr halibut garnished with crab sauce and baby leaves
790,"Стейк Денвер Black Angus с грибной глазурью, квашеной капустой и брусникой",Black Angus denver steak in mushroom glaze with sauerkraut and cranberries
791,"Тартар из хакасской говядины и нерки с сезонной черемшой, айоли из черемши и кедровым орехом","Khakass beef and sockeye salmon tartare with seasonal wild garlic, wild garlic aioli and pine nuts"
792,Тартар из оленины с дикой стерлядью и юколой лося,Venison tartare with wild sterlet and elk yukola
793,Пельмени с авокадо гриль и домашней страчателлой,Dumplings with grilled avocado and homemade stracciatella
794,Пельмени со сморчками и лесными орехами,Dumplings with morels and nuts
795,Шоколадный фондан с мороженым из грецкого ореха и сезонной черешней,Chocolate fondant with walnut ice cream and seasonal wild cherries
796,Креветки на гриле с хариусом и пюре манго,Grilled shrimp with grayling and mango purée
797,Пожарская котлета из перепелки с картофелем из печи и сметаной,Pozharsky quail cutlet with baked potatoes and sour cream
798,Грудка цыпленка с хрустящими баклажанами и маринованными томатами в трюфельном соусе,Chicken breast with crispy eggplant and marinated tomatoes in truffle sauce
799,"Зеленый салат с арбузной редькой, курицей и разными листьями в медовом винегрете","Green salad with watermelon radish, chicken and assorted leaves served with honey vinaigrette"
800,Олень / грибы / соус из нектаринов,Venison / mushrooms / nectarines sauce
801,Устрицы / камчатская нерка / песто из петрушки,Oysters / Kamchatka sockeye salmon / parsley pesto
802,Черный оливье с олениной и сморчками,Black Russian salad with venison and morels
803,"Зеленый салат с брусникой и кедровыми орехами, авокадо, зукини и разными листьями в медовом винегрете","Green salad with cranberries and pine nuts, avocado, zucchini and leaves served with honey vinaigrette"
804,Севиче из нерки с кремом и вяленой клюквой,Sockeye salmon ceviche with cream and dried cranberries
805,"Бургер с авокадо, халапеньо и касадией с крабом",Avocado burger with jalapenos and crab quesadilla
806,Севиче из нерки с халапеньо и грецким орехом с лимонным желе и фермерской сметаной,Sockeye salmon ceviche with jalapenos and walnuts with lemon jelly and farm sour cream
807,Тувинские чебуреки хуужуры с оленем и хреном в соусе на квасе,Tuvan reindeer meat khuushuur with horseradish in kvass sauce
808,Крем из запечёных в печи тыквы и моркови с чёрным медовиком и трипле́тным мороженым,Oven baked pumpkin and carrot cream with black honey cake and truffle ice cream
809,Сан Бенедетто с чаем и печеными перцами с хрустящим картофелем,San Benedetto still with tea and roasted peppers with crispy potatoes
810,"Брускетта с печеным баклажаном, страчателлой и грецким орехом с медзи со снежным крабом в соусе неаполетана","Bruschetta with baked eggplant, stracciatella and walnut with mezzi pasta, snow crab and neapolitan sauce"
811,"Камчатская нерка с салатом из малосольной нерки, томатами черри и хреном","Kamchatka sockeye salmon with salad of salted sockeye salmon, cherry tomatoes and horseradish"
812,Тартар из хакасской говядины с хрустящим картофелем и малосольным лососем,Khakass beef tartare with crispy potatoes and lightly salted salmon
813,"Черный медовик с кремом из печёного перца и кукурузы, поданный с морковным хумусом",Black honey cake with roasted pepper and corn cream served with carrot hummus
814,Цыплёнок с печеными перцами и трюфельным кремом из халвы,Chicken with roasted peppers and truffle halva cream
815,"Ростбиф с домашней страчателлой, горошком и черными буузами","Roast beef served with homemade stracciatella, peas and black lotus-shaped buuz"
816,Каре хакасского ягненка с птитимом и трюфельным муссом,Khakass lamb rack with ptitim and truffle mousse
817,"Утиная ножка конфи с грецким орехом и черри, подаваемая с соусом из меда",Duck leg confit with walnuts and cherry tomatoes served with honey sauce
818,Севиче из нерки с компрессионным огурцом в зеленом соусе на перцах и трюфельным тонатто,Sockeye salmon ceviche with compressed cucumber in green sauce with peppers and truffle tugun tonatto.
819,Черный оливье с малосольным лососем и печеными перцами на морковном хумусе,Black Russian salad with lightly salted salmon and roasted peppers on carrot hummus.
820,"Калинник. Ритуал сеяния с сырами, абанским медом и грецким орехом","Kalinnik. The sowing ritual with various cheeses, local honey, and walnuts."
821,Туруханский муксун в сырной биске с картофельным кремом и молодыми листьями,Turukhansk muksun in cheese bisque with potato purée and baby leaves.
822,Устрица с королевским крабом и трюфельным соусом,Oyster with king crab and truffle sauce
823,Стейк рибай с запечёнными перцами и авторским дипом,Ribeye steak with roasted peppers and special dip
824,Являются ли красноярцы потомками индейцев и фермерская морковь запечённая по-перуански с кремом из кешью и морковным соусом?,Are people of Krasnoyarsk descendants of Indians and farmer's carrots baked Peruvian style with cashew cream and carrot sauce?
825,"Конфеты ручной работы «Вкусы Енисейской Сибири» и домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Handmade sweets ""Flavours of the Yenisey Siberia"" and homemade cheesecake with caramel, blueberry, ice cream mousse and nuts."
826,Цыплёнок с птитимом и трюфельным муссом пармезан,Chicken with ptitim and truffle Parmesan mousse
827,Вырезка оленя гриль с ряженкой и молодыми листьями,Grilled reindeer tenderloin with fermented baked milk and baby leaves
828,"Хариус с фермерской перепёлкой, чинённой креветкой и шпинатом, с трюфельным жу","Grayling with farm quail stuffed with shrimps and spinach, served with truffle jus"
829,Черный медовик с конфетами ручной работы «Вкусы Енисейской Сибири» и трюфельным мороженым,"Black honey cake with handmade sweets ""Flavours of the Yenisey Siberia"" and served with truffle ice cream"
830,"Устрица с тартаром из оленины и нерки, кремом из печёного перца и кукурузы","Oyster with venison and sockeye salmon steak tartare, roasted pepper and corn cream"
831,Шу Пуэр с березовым мороженым и березовыми чипсами,Shú pǔ ěr with birch ice cream and birch chips
832,"Котлета из дикого кабана со сморчками и трюфельным соусом, поданное с картофелем и маринованной черешней","Wild boar cutlet with morels and truffle sauce, served with potatoes and pickled cherries"
833,Олень / глазированная свекла / консоме из сахарной косточки / орехи с чесноком / икра стерляди,Venison / glazed beetroot / bone consommé / garlic nuts / sterlet caviar
834,Глазированная свекла с квашеной капустой и лесными орехами,Glazed beetroot with sauerkraut and nuts
835,Тирамису с кленовым кремом и черешней,Tiramisu with maple cream and cherry
836,Брокколи с белыми грибами и маринованной рябиной,Broccoli with porcini mushrooms and pickled rowanberries
837,Тартар из перепёлки с черносливом и трюфельным голландезом,Quail tartare with prunes and truffle hollandaise
838,Свинина с квашеной капустой и брусникой,Pork with sauerkraut and cranberries
839,Овощи с сырным соусом и вяленой клювой,Vegetables with cheese sauce and dried cranberries
840,Каре хакасского ягненка с морсом ягодным,Khakass lamb rack with homemade fruit punch
841,Утиная ножка конфи с тирамису на белых грибах,Duck leg confit with tiramisu with porcini mushroom cream
842,Нельма с жареным баклажаном и легким чесночным пюре,Nelma with fried eggplant and light garlic purée
843,Котлета из дикого кабана с соусом терияки и маринованными томатами,Wild boar cutlet with teriyaki sauce and pickled tomatoes
844,Домашняя лапша с магаданскими креветками и белыми грибами с чесночным пюре и теплыми картофельными пончиками,"Homemade noodles, Magadan shrimps and porcini mushrooms with garlic purée and warm potato donuts"
845,Шоколадный фондан с вяленой клюквой и сыром пекорино романо,Chocolate fondant with dried cranberries and pecorino romano cheese
846,Тигровые креветки с лимонным пирогом и кремом маскарпоне,Tiger prawns with lemon pie and mascarpone cream
847,Жареный сахалинский гребешок с хрустящей лепёшкой и соусом тоннато,Fried Sakhalin scallop with crispy flatbread and tonnato sauce
848,Северные рыбы с холодным бульоном кукси и сырным кремом,Northern fish with cold kuksu broth and cheese cream
849,Фиалковый фреш с яблоком и лимоном на кедровом орехе,Violet fresh juice with apple and lemon on pine nuts
850,"Пельмени кундюмы с тигровыми креветками и брокколи, взбитой сметаной и демигласом на лесных грибах",Kundyuma dumplings with tiger prawns and broccoli served with whipped sour cream and demi-glace forest mushrooms
851,"Корейка косули с березовой меренгой, гелем из березового сока и кремом базилик","Roe deer loin with birch meringue, birch sap gel and basil cream"
852,Королевские шампиньоны гриль с кремом из кешью и козьим сыром,Grilled white mushrooms with cashew cream and goat cheese
853,"Зеленый салат с арбузной редькой и кремом из кешью, авокадо и розмарином","Green salad with watermelon radish and cashew cream, avocado and rosemary"
854,Гриль,Grilled
856,"Гриль на пихте с маринованными помидорами, кинзой и соусом терияки","Grilled dish with fir, marinated tomatoes, cilantro and teriyaki sauce"
857,Тоник с бараниной и копченым сыром,Tonic with lamb and smoked cheese
858,Устрица с мороженым из жимолости и грецким орехом,Oyster with honeysuckle ice cream and walnut
859,Тартар из оленя с березовым гелем и ягодным мармеладом,Deer tartare with birch gel and berry marmalade
860,Чёрные буузы с камчатским крабом и соусом из трав,Black lotus-shaped buuz with red king crab and herb sauce
861,Язык таймырского оленя с мидиями и тушеными овощами,Taimyr reindeer tongue with mussels and stewed vegetables
862,Цыпленок гриль с фермерской морковью запечённой по-перуански и кремом из кешью,Grilled chicken with farmer's carrots baked Peruvian style and cashew cream
863,Баклажан из печи в ореховом соусе с киноа и маринованными томатами,Wood stove-baked eggplant in nut sauce with quinoa and marinated tomatoes
864,Стей Black Angus с соусом из печёного перца и уксусом из рябины,Black Angus steak with roasted pepper sauce and rowan vinegar
865,Тирамису с кремом из халвы и шоколадным бисквитом,Tiramisu with halva cream and chocolate biscuit
866,Цыплёнок гриль с пюре из печеного яблока и брусники с муссом васаби,Grilled chicken with baked apple and lingonberry purée served with wasabi mousse
867,Тартар из корейки косули с нашим полбяным хлебом из печи и взбитым маслом,Roe deer loin tartare with stove-baked spelled bread and whipped butter
868,"Пельмени с дичью и грибным демигласом, поданные с кузово́чком и мандариновой розой",Wild meat dumplings with mushroom demi-glace served with a tart and tangerine-rose
869,"Уха из северных рыб с креветками и томатом, поданная с лимонадом",Traditional Russian fish soup uha with shrimp and tomato served with lemonade
870,Салат с малосольной неркой и таежной брусникой с абанским медом,Salad with salted sockeye salmon and taiga cranberries with Aban honey
871,Камчатская нерка с угольным картофелем в хрустящем кляре и хреном,Kamchatka sockeye salmon in crispy batter with charcoal potatoes and horseradish
872,Жареный сахалинский гребешок с фуагра и домашней страчателлой,Fried Sakhalin scallop with foie gras and homemade stracciatella
873,Борщ с копчёным гусем и сезонной крапивой,Borscht with smoked goose and seasonal nettle leaves
874,Чай классический с конфетой из темного шоколада и вяленой клюквой,Classic tea with dark chocolate sweets and dried cranberries
875,Баклажан из печи с терияки и авторскими травяными сборами,Wood stove baked eggplant with teriyaki and original herbal collection
876,Чафан на морковном хумусе с камчатским крабом и вешенками,Chafan salad with red king crab and oyster mushrooms on carrot hummus
877,Цыплёнок в глазури из трюфельного мёда с гречишными оладьями и взбитым маслом,Chicken in truffle honey glaze with buckwheat fritters and whipped butter
878,Пельмени из северных рыб с камамбером и вялеными домашними томатами в копченом рыбном бульоне,Northern fish dumplings with camembert and dried tomatoes in smoked fish broth
879,Тартар из хакасской говядины с вялеными домашними томатами и черемшой в картофельной канеле с соусом из печеного перца,Khakass beef tartare with dried tomatoes and wild garlic in potato canela with roasted pepper sauce
880,Фреш яблочный с айоли из черемши,Apple fresh juice with wild garlic aioli
881,Тартар из хакасской говядины с печеными перцами и черной смородиной,Khakass beef tartare with roasted peppers and black currant
882,Креветки на гриле с баклажаном из печи и манго с песто из петрушки,Grilled shrimp with wood stove baked eggplant and mango purée with parsley pesto
883,Тигровые креветки с копчёным молоком и ферментированной морковкой,Tiger prawns with smoked milk and fermented carrots
884,Борщ с копченым гусем и зелеными листьями в медовом винегрете,Borscht with smoked duck and leafy greens served with honey vinaigrette
885,Зеленый салат с арбузной редькой и фермерским копченым салом,Green salad with watermelon radish and traditionally smoked lard
886,Севиче из нерки с птитимом и огуречным соусом,Sockeye salmon ceviche with ptitim and cucumber sauce
887,"Грудка цыпленка с броколи и гречишными оладьями, подается с горячим ванильным соусом","Chicken breast with broccoli and buckwheat fritters, served with hot vanilla sauce"
