,Russian,English
535,Тартар из хакасской говядины с авокадо гриль и соусом из печёного перца,Khakass beef tartare with grilled avocado and roasted pepper sauce
536,Домашний чизкейк с икорой северных рыб и лесными орехами,Homemade cheesecake with northern fish caviar and nuts
537,Латте с абанским медом и мандарином-роза,Latte with Aban honey and tangerine-rose
538,Енисейская нельма с черной икрой и брусничным ганешем,Yenisei nelma with black caviar and cranberry ganache
539,Стейк Денвер Black Angus с глазированной свеклой и икорным соусом,Black Angus denver steak with glazed beetroot and caviar sauce
540,Домашняя лапша с татранской олениной и вяленым желтком в консоме из сахарной косточки,Homemade noodles with Tatra venison and dried yolk in bone consommé
541,Капучино кокосовый с берёзовой панна-коттой и сорбетом из зелёных яблок,Coconut cappuccino with birch panna cotta and green apple sorbet
542,Цыплёнок в глазури из трюфельного мёда с пельменями со сморчками и сезонной крапивой,Chicken in truffle honey glaze with dumplings with morels and seasonal nettle leaves
543,Устрица с миксом цукини и шпината,Oyster with a mix of zucchini and spinach
544,Грудка цыпленка с капучино-супом на суттуг шай,Chicken breast with Suttug shai tea cappuccino-soup
545,"Хариус с соусом из халвы и кардамона, поданный с трюфельным мороженым","Grayling with halva and cardamom sauce, served with truffle ice cream"
546,"Пельмени с камчатским крабом и тигровыми креветками, укрытые хрустящими камнями и соусом из меда с тофу","Dumplings with king crab and tiger prawns, covered with crispy rocks and honey-tofu sauce"
547,"Камчатская нерка с угольным картофелем, томатами черри и хреном в пряном соусе из шампанского","Kamchatka sockeye salmon with charcoal potatoes, cherry tomatoes and horseradish in spicy champagne sauce"
548,Чай авторский и закуски,Homemade herb tea and appetizers
549,Молочный улун и оленина,Milk oolong and venison
550,"Домашний чизкейк с карамелью, голубикой и лесными орехами","Homemade cheesecake with caramel, blueberry and nuts"
551,Уха из северных рыб с молоками и томатом,Traditional russian fish soup uha with milt and tomato
552,Пельмени из северных рыб с грибным демигласом и картофельными пельменями,Northern fish dumplings with mushroom demi-glace served with potato dumplings
553,Корейка косули с икрой лосося и лепёшкой из печи с ростбифом,Low-rare roe deer loin with salmon caviar and oven-baked flatbread with roast beef
554,Крем из запечённой тыквы с тигровыми креветками гриль,Oven baked pumpkin cream with grilled tiger prawns
555,РИТУАЛЫ. Дегустационный сет,The rituals. Tasting set
556,"Пельмени кундюмы с баклажаном и картофелем, взбитой сметаной и сметанным муссом",Kundyuma eggplant-potato dumplings served with whipped sour cream and sour cream mousse
557,"Топинамбур с игристым терияки, ореховым соусом и маринованным луком","Jerusalem artichoke with sparkling teriyaki, nut sauce and pickled onions"
558,Молочный улун и обожжённые чипсы из сезонных корнеплодов,Milk oolong and burnt seasonal root vegetable chips
559,Утиная ножка конфи с вяленой клюквой и чесночным пюре,Duck leg confit with dried cranberries and garlic purée
560,Пицца Тунна Кон Чиполла с икорным гарниром и острицей,Tonno e cipolla pizza with caviar garnish and oyster
561,"Минеральная вода ""Baikal Reserve"" с баклажаном из печи и терияки",Baikal Reserve with wood stove-baked eggplant and teriyaki
562,"Грудка цыпленка с зелёным салатом, арбузной редькой и медовым винегретом","Chicken breast with green salad, watermelon radish and honey vinaigrette"
563,Пельмени с тартаром из оленя и копчёным гусем с сметаной,Dumplings with deer tartare and smoked goose served with sour cream
564,Чир с грибным демигласом и маринованным огурцом,Broad whitefish with mushroom demi-glace and pickled cucumbers
565,Баклажан из печи с квашеной капустой и оригинальным травяным сбором,Wood stove baked eggplant with sauerkraut and original herbal collection
566,Пряная облепиха с тыквенными семечками и сырными сухариками,Spicy sea-buckthorn berry with pumpkin seeds and cheese croutons
567,Авокадо гриль с пряной облепихой и кунжутным релишем,Grilled avocado with spicy sea-buckthorn berry and sesame relish
568,Стейк стриплойн Black Angus с капучино кокосовым,Black Angus striploin steak with coconut cappuccino
569,Пицца Перра Пеканте с беконом и черри,Pera picante pizza with bacon and cherry tomatoes
570,"Зеленый салат с манго, кабачком и шпинатом в заправке цитронет","Green salad with mango, eggplant and spinach in citronette dressing"
571,"Тирамису с карамелью, черешней и шоколадным бисквитом","Tiramisu with caramel, cherry and chocolate biscuit"
572,"Креветки на гриле с шоколадным фонданом, мороженым из грецкого ореха и горячим ванильным соусом","Grilled shrimp with chocolate fondant, walnut ice cream and hot vanilla sauce"
573,Двойной Капучино с пельменями из северных рыб в копченом рыбном бульоне,Double Cappuccino with Northern fish dumplings in smoked fish broth
574,Пельмени с тигровыми креветками и домашней страчателлой в трюфельном креме,Dumplings with tiger prawns and homemade stracciatella in truffle cream
575,Баклажан из печи с камчатским крабом и горошком под соусом терияки,Wood stove baked eggplant with king crab and peas in teriyaki sauce
576,"Лось на гриле с кремом из кешью, сезонной крапивой и грибным демигласом","Grilled elk with cashew cream, seasonal nettle leaves and mushroom demi-glace"
577,"Печеные перцы с ложным чеддером, криспи беконом и морковным соусом","Roasted peppers with alternative cheddar cheese, crispy bacon and carrot sauce"
578,"Цыплёнок с домашней страчателлой, горошком и кукурузным муссом","Chicken with homemade stracciatella, peas and corn mousse"
579,Тигровые креветки с пельменями и припущенным шпинатом,Tiger prawns with dumplings and poached spinach
580,"Пельмени кундюмы с телятиной и вешенками, взбитой сметаной и картофельным кремом",Kundyuma dumplings with veal and oyster mushrooms served with whipped sour cream and potato purée
581,"Грудка цыпленка с картофельным кремом и хрустящим картофелем, вяленым марал-тёмным шоколадом","Chicken breast with potato purée and crispy potatoes, dried elk meat with dark chocolate"
582,Нерка с икорным соусом и маринованными огурцами,Sockeye salmon with caviar sauce and pickled cucumbers
583,"Тартар из хакасской говядины с зеленым салатом, кабачком и заправкой цитронет","Khakass beef tartare with green salad, eggplant, and citronette dressing"
584,"Оленина с грибным демигласом, картофельными пельменями и айоли из черемши","Venison with mushroom demi-glace, potato dumplings and wild garlic aioli"
585,"Пельмени с белыми грибами и квашеной капустой, с березовым мороженым на десерт","Dumplings with porcini mushrooms and sauerkraut, with birch ice cream for dessert"
586,Закуски с копчёным молоком и маринованными черри,Appetizers with smoked milk and pickled cherry tomatoes
587,Брокколи с сырным соусом и кедровыми орехами,Broccoli with cheese sauce and pine nuts
588,Устрица с жареным сахалинским гребешком и медовым винегретом,Oyster with fried Sakhalin scallop and honey vinaigrette
589,Зеленый салат с апельсиновым фрешом и молодыми листьями,Green salad with orange fresh juice and baby leaves
590,Уха из северных рыб с мандарином и кедровым урбечем,Traditional Russian fish soup uha with tangerine and cedar nut butter
591,Свекольные равиоли с молодым картофелем и соусом из таежной черемши,Beetroot ravioli with baby potatoes and Taiga wild garlic sauce
592,Брют с тертой юколой оленя и жареным сахалинским гребешком,Brut with finely grated deer yukola and fried Sakhalin scallop
593,Хой с бордовой Павловой и маринованной черешней,Hoy with Burgundy Pavlova and pickled cherries
594,Дикий кабан с домашней лапшой и тигровыми креветками в креветочном биске с чесночным пюре,Wild boar with homemade noodles and tiger prawns in shrimp bisque with garlic purée
595,"Чёрные буузы с тиганами и вяленым желтком, подаются с острым соусом","Black buuz with taga and dried yolk, served with spicy sauce"
596,Стейк стриплойн Black Angus с печеной капустой и консоме из сахарной косточки,Black Angus striploin steak with baked cabbage and bone consommé
597,Тартар из хакасской говядины с кедровым орехом и подкопченной сметаной,Khakass beef tartare with pine nuts and smoked sour cream
598,Котлета из дикого кабана с семечками подсолнуха и соусом из печёного перца с чесночным пюре,Wild boar cutlet with sunflower seeds and roasted pepper sauce served with garlic purée
599,"Хурма с черри и авторскими травяными сборами, и тёплым овощным рататуйем","Persimmon with cherry tomatoes and original herbal collection, served with warm vegetable ratatouille"
600,Цыплёнок гриль с енисейским ленком и маринованными томатами в соусе терияки,Grilled chicken with Yenisei asiatic trout and marinated tomatoes in teriyaki sauce
601,Тирамису с брауни и вяленой клювой в креме на белых грибах,Tiramisu with brownie and dried cranberries in porcini mushroom cream
602,Утиная ножка конфи с солёным баклажаном и чипсами из сезонных корнеплодов,Duck leg confit with salted eggplant and seasonal root vegetable chips
603,Жареный сахалинский гребешок с терияки и сморчками,Fried Sakhalin scallop with teriyaki and morels
604,Нерка на морковном хумусе с вяленным яком и хрустящим картофелем,Sockeye salmon on carrot hummus with dried yak meat and crispy potatoes
605,Икра енисейской стерляди с ряженкой и хрустящими камнями,Yenisei sterlet caviar with ryazhenka and crispy rocks
606,Пряная облепиха с чафаном на морковном хумусе и телятиной,Spicy sea-buckthorn berry with chafan salad on carrot hummus and veal
607,Тартар из оленя с сыровяленым лосем и хрустящим картофелем,Deer tartare with smoked elk and crispy potatoes
608,Пицца Перра Пеканте с хариусом и рукколой,Pera picante pizza with grayling and rucola
609,Орекьетте в фисташковом креме с неркой и жареными фисташками,"Orecchiette pasta, pistachio crème-sauce, sockeye salmon and fried pistachio nuts"
610,Таежная брусника с муссом из копченого лосося и лимоном,Taiga cranberries with smoked salmon mousse and lemon
611,Мурманская форель с домашним смородиновым уксусом и черемшей,Murmansk trout with homemade currant vinegar and wild garlic
612,Строганина с капустой и вуалью из креветок,Stroganina with cabbage and a veil of shrimp
613,Орекьетте с неркой и острым соусом из шампанского,Orecchiette pasta with sockeye salmon and spicy champagne sauce
614,Краб с абанским медом и ягодным мармеладом,Crab with local honey and berry marmalade
615,Мурманская форель с разными сырами и огуречным соусом,Murmansk trout with various cheeses and cucumber sauce
616,Оленина подаётся с гречишными оладьями и взбитым маслом,Venison served with buckwheat fritters and whipped butter
617,Шу Пуэр с лимонадами,Shú pǔ ěr with lemonades
618,Стейк Стриплойн Black Angus с молодым картофелем и горячим ванильным соусом,Black Angus striploin steak with baby potatoes and hot vanilla sauce
619,Шоколадный фондан с битыми огурцами и печеными перцами,Chocolate fondant with smashed cucumbers and roasted peppers
620,Хариус с глазированнной свеклой и медовым винегретом,Grayling with glazed beets and honey vinaigrette
621,Мурманская форель с огуречным кетчупом и маринованными томатами,Murmansk trout with cucumber ketchup and pickled tomatoes
622,"Гриль-салат с рикоттой, маринованными томатами и кинзой в соусе терияки","Grilled salad with ricotta cheese, marinated tomatoes and cilantro in teriyaki sauce"
623,Дикий кабан с хрустящими баклажанами и брусничным соусом,Wild boar with crispy eggplant and cranberry sauce
624,Лось с грибным демигласом и картофельными пельменями,Elk with mushroom demi-glace served with potato dumplings
625,Манго с сырным соусом и черри,Mango with cheese sauce and cherry tomatoes
626,Свекольные равиоли с дикого кабана в остром свекольном креме с чесночным пюре и малиновым соусом,Beetroot ravioli with wild boar in spicy beetroot cream served with garlic purée and raspberry sauce.
627,"Золотая Баба с печеной капустой, кедровым урбечем и мороженым из трюфелей","Golden Baba au rhum with baked cabbage, cedar nut butter, and truffle ice cream."
628,Пельмени с копчёным гусем в сильном бульоне из белых грибов,Dumplings with smoked goose in strong porcini mushrooms broth
629,Тартар из оленя с квашеной капустой и малосольным лососем,Deer tartare with sauerkraut and lightly salted salmon
630,Чай Брусничник с конфетами ручной работы «Вкусы Енисейской Сибири»,"Lingonberry tea with handmade sweets ""Flavours of the Yenisey Siberia"""
631,Эрл Грей с сан болонетто газ,Earl Grey black tea with San Benedetto carbonated
632,Цыплёнок с дичью в крепком бульоне из белых грибов,Chicken with wild meat in strong porcini mushrooms broth
633,Пельмени с кукурузным муссом и припущенным шпинатом с кедровым орехом,Dumplings with corn mousse and poached spinach served with pine nuts
634,Пельмени с тигровыми креветками и укропом в трюфельном голландезе на апельсине,Dumplings with tiger prawns and dill in truffle orange hollandaise
635,"Цыплёнок с грилем из кабачка, шпината и кедровых орехов под соусом понзу","Chicken with grilled zucchini, spinach, and pine nuts under ponzu sauce"
636,Брокколи с сырным соусом и королевскими шампиньонами гриль,Broccoli with cheese sauce and grilled white mushrooms
637,Язык таймырского оленя с грушево-яблочным салатом и кедровыми орехами,Taimyr reindeer tongue served with pear-apple salad and pine nuts
638,Нельма с хрустящим картофелем и овощами на морковном хумусе,Nelma with crispy potatoes and vegetables on carrot hummus
639,Язык таймырского оленя в грибной глазури с цукини и шпинатом,Taimyr reindeer tongue in mushroom glaze with zucchini and spinach
640,Креветки на гриле с боровиками и взбитой сметаной,Grilled shrimp with forest mushrooms and whipped sour cream
641,Пельмени кундюмы с молоками лосося и квашеной капустой,Kundyuma dumplings with salmon milt and sauerkraut
642,Утиная ножка конфи с лимонным пирогом и кремом маскарпоне,Duck leg confit with lemon pie and mascarpone cream
643,"Салаты с топинамбуром, икрой северных рыб и чипсами из сезонных корнеплодов","Salads with Jerusalem artichoke, northern fish caviar and seasonal root vegetable chips"
644,Тартар из хакасской говядины с хрустящим картофелем на морковном хумусе,Khakass beef tartare with crispy potatoes on carrot hummus
645,Сугудай из нельмы с дегидрированным тувинским яком и вяленым маралом,Nelma sugudai with dehydrated Tuvan yak and jerked siberian stag
646,Фермерская перепёлка с глазированной свёклой и авторскими травяными сборами,Farm quail with glazed beets and original herbal collection
647,Берёзовая панна-котта с маринованной черешней и дымным фуагра,Birch panna cotta with pickled cherries and smoky foie gras
648,"Орекьетте с куриным терияки, хрустящими баклажанами и вялеными томатами","Orecchiette with chicken teriyaki, crispy eggplant and dried tomatoes"
649,Суп из брокколи с маринованными томатами и взбитым творогом,Broccoli soup with marinated tomatoes and whipped cottage cheese
650,Лимонный пирог с хрустящими баклажанами и свежими томатами,Lemon pie with crispy eggplant and fresh tomatoes
651,"Черный оливье с хариусом, вяленым желтком и уютным сырным кремом","Black Russian salad with grayling, dried yolk, and cozy cheese cream"
652,Оленина с кремом из печёного перца и кукурузы,Venison with roasted pepper and corn cream
653,"Бургер с олениной, брусникой и кремом на белых грибах",Venison burger with cranberries and porcini mushroom cream
654,Креветки на гриле с пюре манго и песто из петрушки и королевские шампиньоны гриль с песто из петрушки на кедровом орехе,Grilled shrimp with mango purée and parsley pesto and grilled white mushrooms with parsley pesto sprinkled with pine nuts
655,Цыплёнок в глазури из трюфельного мёда с пюре из печеного яблока и брусники,Chicken in truffle honey glaze with baked apple and lingonberry purée
656,Фаланга камчатского краба с кукурузным муссом и припущенным шпинатом с кедровым орехом,King crab phalanges with corn mousse and poached spinach served with pine nuts
657,Пельмени со сморчками и дичью в крепком бульоне из белых грибов,Dumplings with morels and wild meat in strong porcini mushroom broth
658,Таймырский палтус с молодыми листьями и маринованными томатами,Taimyr halibut garnished with baby leaves and marinated tomatoes
659,Севиче из нерки с капустой в соусе из шампанского с икрой,Sockeye salmon ceviche with cabbage in champagne sauce and caviar
660,Хрустящие камни с панна-коттой из берёзы и сорбетом из зелёных яблок,Crispy rocks with birch panna cotta and green apple sorbet
661,Облепиховка на чёрной смородине с тигровыми креветками,Sea buckthorn with blackcurrant and tiger prawns
662,Черёмуховый медовик с квашеной капустой и камчатским крабом,Bird cherry honey cake with sauerkraut and red king crab
663,Куриный тартар с вялеными клюквами и копчёным сливочным маслом,Chicken tartare with dried cranberries and smoked butter
664,Цыплёнок с мелко нарезанным севиче из нерки и ферментированным крыжовником,Chicken with finely chopped sockeye salmon ceviche and fermented gooseberries
665,Таймырский олень с гречневым хлебом и взбитым маслом,Taimyr deer with buckwheat bread and whipped butter
666,Креветки на гриле с пряным соусом из шампанского и маринованной черешней,Grilled shrimp with spicy champagne sauce and pickled cherries
667,Пельмени из северных рыб с пряной облепихой в копченом рыбном бульоне с икрой лосося,Northern fish dumplings with spicy sea-buckthorn berry in smoked fish broth with salmon caviar
668,"Стейк Портерхаус Black Angus с душой тайги и золотой бабой, украшенной мороженым из смородинового листа",Black Angus porterhouse steak with the soul of Taiga and Golden Baba decorated with currant leaf ice cream
669,"Фермерская перепелка, фаршированная картофелем и белыми грибами с кедровым орехом и крем из запечённых в печи тыквы и моркови с имбирём","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts served with oven baked pumpkin and carrot cream with ginger."
670,Утиная ножка конфи с муссом из подкопчённого топинамура и чипсами из сезонных корнеплодов с различными сырами и абанским мёдом,Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips served with various cheeses and local honey.
671,"Суп-капучино на суттуг шай с фермерской перепелкой, фаршированной картофелем и белыми грибами",Suttug shai tea cappuccino-soup with farm quail stuffed with potatoes and porcini mushrooms
672,Тигровые креветки с домашней страчателлой и зелёным салатом с арбузной редькой и брокколи,Tiger prawns with homemade stracciatella and green salad with watermelon radish and broccoli
673,Хрустящий камень с тигровыми креветками и фисташками,Crispy rock with tiger prawns and pistachios
674,Чёрный медовик с орекьетте в фисташковом креме,Black honey cake with orecchiette pasta in pistachio crème-sauce
675,"Крем из запеченой в печи тыквы и моркови с имбирем, хариусом и взбитым маслом","Oven baked pumpkin and carrot cream with ginger, grayling and whipped butter"
676,"Енисейская нельма с тигровыми креветками, попкорном из гречки и соусом на хрене","Yenisei nelma with tiger prawns, buckwheat popcorn and horseradish sauce"
677,Печеные перцы с ореховым кранчем и лимонадами,Roasted peppers with crunchy walnut and lemonades
678,Утиная ножка конфи с зеленым салатом и трюфельной перловкой,Duck leg confit with green salad and truffle pearl barley
679,"Королевские шампиньоны гриль с кремом из запечённой тыквы и моркови, тигровыми креветками и попкорном из гречки","Grilled white mushrooms with oven baked pumpkin and carrot cream, grilled tiger prawns and buckwheat popcorn"
680,Фермерская морковь запечённая по-перуански с кукурузным муссом и щавелем,Farmer's carrots baked Peruvian style with corn mousse and sorrel
681,Черёмуховый медовик с зеленым чаем,Bird cherry honey cake with green tea
682,Устрица с фермерской сметаной и лимонным желе,Oyster with farm sour cream and lemon jelly
683,"Окрошка с цыплёнком и устрицей, заправкой на квасе","Okroshka cold soup with kvass, chicken and oyster"
684,"Фермерская перепёлка с голубикой и сморчками, домашней страчателлой","Farm quail with blueberry and morels, served with homemade stracciatella"
685,Сет бонбонов «Трюфельный вкус» с темным шоколадом и вяленой клюквой,"Set of bon-bons ""Truffle taste"" with dark chocolate and dried cranberries"
686,Утиная ножка конфи с трюфельным жю и чипсами из сезонных корнеплодов,Duck leg confit with truffle jus and seasonal root vegetable chips
687,Цукини гриль с хрустящими баклажанами в медовом винегрете,Grilled zucchini with crispy eggplant in honey vinaigrette
688,"Камчатская нерка с авокадо, малосольным лососем и соусом из сморчков","Kamchatka sockeye salmon with avocado, lightly salted salmon and morel sauce"
689,Какао с маршмеллоу и чизкейк камамбер с икрой енисейской стерляди,Hot Cocoa With Marshmallows and Camembert cheesecake with Yenisei sterlet caviar
690,Туруханский муксун с лимонным пирогом и кремом маскарпоне,Turukhansk muksun with lemon pie and mascarpone cream
691,Стейк Портерхаус с гречишными оладьями и взбитым маслом,Porterhouse steak with buckwheat fritters and whipped butter
692,Стейк Денвер Black Angus с чиром и квашеной капустой,Black Angus denver steak with broad whitefish and sauerkraut
693,Грушево - яблочный с Павловой и сорбетом из жимолости,Pear-apple with Pavlova and honeysuckle sorbet
694,Брускетта с печёным баклажаном и сыровяленым лосем,Bruschetta with baked eggplant and dried elk
695,"Хурма с авокадо, семечками подсолнуха и брусникой","Persimmon with avocado, sunflower seeds and cranberries"
696,"Сет конфет ручной работы ""Вкусы Енисейской Сибири"" клюква-биттер и темный шоколад с вяленой клюквой и кедровым орехом","Set of handmade sweets ""Tastes of the Yenisei Siberia"" bitter cranberry and dark chocolate sweets with dried cranberries and pine nuts"
697,Уха из северных рыб с молоками лосося и гречишными оладьями с взбитым маслом,Traditional Russian fish soup uha with salmon milt served with buckwheat fritters and whipped butter
698,Пельмени из северных рыб с вяленым желтком в копченом рыбном бульоне,Northern fish dumplings with dried yolk in smoked fish broth
699,Конфеты ручной работы с кремом из печёного перца и кукурузы,Handmade sweets with roasted pepper and corn cream
700,Тартар из марала с зеленым соусом и медовым винегретом на стеклянном хлебе с арбузной редькой,Siberian stag tartare with green sauce and honey vinaigrette on glass bread with watermelon radish
701,"Имты с фермерской перепелкой, фаршированной картофелем и белыми грибами, и коктейлем Шу Пуэр","Imty with farm quail stuffed with potatoes and porcini mushrooms, served with Shú pǔ ěr cocktail"
702,"Енисейская нельма с черной икрой из боровиков, сырным кремом из раков, кремом из картофеля и молодыми листьями","Yenisei nelma with black mushroom caviar, crayfish cheese cream, potato purée and baby leaves"
703,"Бургер с фалангой краба, кремом из черной икры, эспумой из кабана и салатом из молодых листьев","Crab phalanges burger with black caviar cream, wild boar foam and young leaves salad"
704,Брускетта с камчатским крабом и сырным кремом,Bruschetta with red king crab and cheese cream
705,Зеленый салат с арбузной редькой и копченым сливочным маслом,Green salad with watermelon radish and smoked butter
706,Стейк-салат с мраморной говядиной Black Angus с печёными перцами и брусникой в горчичном дипе,Marbled Black Angus beef with roasted peppers and cranberries in a mustard dip
707,"Брускетта с печёным баклажаном, козьим сыром и грецким орехом","Bruschetta with baked eggplant, goat cheese and walnut"
708,Стейк Денвер с шоколадным бисквитом и брусникой,Black Angus denver steak with chocolate biscuit and cranberries
709,Творожный чизкейк с квашеной капустой и карамелью,Homemade cheesecake with sauerkraut and caramel
710,Хариус с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grayling with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
711,"Грудка цыпленка с грибной глазурью, цукини и шпинатом с холодным бульоном кукси","Chicken breast in mushroom glaze with zucchini and spinach, garnished with cold kuksu broth"
712,Домашняя лапша с куриным филе и разными листьями в медовом винегрете,Homemade noodles with chicken fillet and leaves served with honey vinaigrette
713,Таймырский палтус с арбузной редькой и брокколи на картофельном креме с вяленым желтком,Taimyr halibut with watermelon radish and broccoli on potato purée with dried yolk
714,Стейк Рибай Black Angus с домашней лапшой и креветками в креветочном биске,Black Angus ribeye steak with homemade noodles and shrimp in shrimp bisque
715,Хрустящие камни с трюфельным соусом и королевскими шампиньонами гриль,Crispy rocks with truffle sauce and grilled white mushrooms
716,Стейк-салат с мраморной говядиной Black Angus с пюре из печеного яблока и брусники,Marbled Black Angus beef salad with baked apple and lingonberry purée
717,Креветки на гриле с соусом на курут и разными сырами с абанским мёдом,Grilled shrimp with kashk sauce and various cheeses with local honey
718,Грудка цыпленка с трюфельным муссом пармезан и коппой из яка,Chicken breast with truffle Parmesan mousse and yak coppa
719,"Эспрессо с разными сырами, абанским мёдом и ягодным мармеладом","Espresso with various cheeses, local honey and berry marmalade"
720,Сладкие пельмени из северных рыб с кремом авокадо и пряной облепихой,Sweet northern fish dumplings with avocado cream and spicy sea-buckthorn berry
721,Цукини гриль с таежной брусникой и коппой тувинского яка,Grilled zucchini with taiga cranberries and Tuvan yak coppa
722,Пельмени с камчатским крабом и сморчками в трюфельном голландезе,Dumplings with king crab and morels in truffle hollandaise
723,Тигровые креветки с домашней страчателлой и картофельными пельменями с огуречным кетчупом,Tiger prawns with homemade stracciatella and potato dumplings served with cucumber ketchup
724,Пельмени с магаданскими креветками и черёмуховым медовиком со сметанным кремом,Dumplings with Magadan shrimps and bird cherry honey cake with black coffee buttercream
725,Тувинские чебуреки хуужуры с оленем и пиццей Перра Пеканте с голубым сыром дор блю,Tuvan reindeer meat khuushuur with Pera picante pizza with dorblu cheese
726,Тартар из хакасской говядины с пюре манго и зеленой глазурью,Khakass beef tartare with mango purée and green glaze
727,Тирамису с соусом из печеного перца и молодыми листьями,Tiramisu with roasted pepper sauce and baby leaves
728,"Свекольные равиоли с черной неркой, кедровым урбечом и малиновым соусом","Beetroot ravioli with black sockeye salmon, cedar nut butter and raspberry sauce"
729,Устрица с березовой меренгой и гелем из березового сока,Oyster with birch meringue and birch sap gel
730,Уха из северных рыб с березовым мороженым и томатом,Traditional Russian fish soup uha with birch ice cream and tomato
731,Чай Брусничник с пельменями из северных рыб в копченом рыбном бульоне,Lingonberry tea with northern fish dumplings in smoked fish broth
732,Фаланга камчатского краба с юколой лося и соусом из таежной черемши,King crab phalanges with elk yukola and Taiga wild garlic sauce
733,Тартар из корейки косули с кремом авокадо и маринованными луком,Roe deer loin tartare with avocado cream and pickled onions
734,"Капучино кокосовый с домашним чизкейком, карамелью и лесными орехами","Coconut cappuccino with homemade cheesecake, caramel and nuts"
735,"Ростбиф из говядины с картофелем из печи, копчёным сливочным маслом и сметаной","Roast beef garnished with baked potatoes, smoked butter and sour cream"
736,"Камчатская нерка с молодым картофелем, печеными перцами и разными листьями в горчичном дипе","Kamchatka sockeye salmon with baby potatoes, roasted peppers and assorted leaves in a mustard dip"
737,"Тартар из хакасской говядины с вялеными домашними томатами, черемшой и щавелем","Khakass beef tartare with dried tomatoes, wild garlic and sorrel"
738,Стейк-салат с мраморной говядиной Black Angus с хрустящими баклажанами и маринованными томатами в соусе чили терияки,Marbled Black Angus beef salad with crispy eggplant and marinated tomatoes in teriyaki chili sauce
739,Пряная облепиха с грушево-яблочным салатом и взбитым маслом,Spicy sea-buckthorn berry with pear-apple salad and whipped butter
740,Нельма с кремом из копченой тыквы и трюфельным жу,Nelma with smoked pumpkin cream and truffle jus
741,"Фермерская перепёлка, фаршированная картофелем и белыми грибами с икрой хариуса","Farm quail stuffed with potatoes, porcini mushrooms and grayling caviar"
742,"Хурма с авокадо и грецким орехом, черри, семечками подсолнуха и соусом из тофу с медом","Persimmon with avocado, walnuts, cherry tomatoes and sunflower seeds served with honey-tofu sauce"
743,Стейк стриплойн Black angus с квашеной капустой и брусникой,Black Angus striploin steak with sauerkraut and cranberries
744,Уха из северных рыб с манго и маракуйей,Traditional Russian fish soup uha with mango and passionfruit
745,Домашняя лапша с таймырским палтусом и грибным демигласом,"Homemade noodles, Taimyr halibut and mushroom demi-glace"
746,Салат с авокадо и лимонад,Salad with avocado and lemonade
747,Сладкий шоколадный фондан с тирамису,Sweet chocolate fondant with tiramisu
748,Мандарин-роза с шоколадным фонданом,Tangerine-rose with chocolate fondant
749,Пельмени с камчатским крабом и черёмуховым медовиком,Dumplings with king crab and bird cherry honey cake
750,"Таймырский олень с грибным демигласом, авокадо гриль и картофельными пельменями","Taimyr venison with mushroom demi-glace, grilled avocado and broccoli-potato dumplings"
751,"Фермерская перепёлка с глазированной свеклой, сметаной-чесноком и маринованными томатами","Farm quail with glazed beets, sour cream-garlic and pickled tomatoes"
752,Креветки на гриле с квашеной капустой и брусникой,Grilled shrimp with sauerkraut and cranberries
753,Фаланга камчатского краба с пюре из манго и чёрным чесноком,King crab phalanges served with mango purée and black garlic
754,"Салат Панцанелла с авокадо, черешней и маслинами","Panzanella salad with avocado, cherry and olives"
755,Бордовая Павлова с молочным кремом и орехами,Burgundy Pavlova with cream and nuts
756,Жареный сахалинский гребешок с камчатским крабом,Fried Sakhalin scallop with king crab
757,Чай Лесной дар с лимонадом,Forest gift tea with lemonades
758,Пельмени с боровиками и тигровыми креветками в трюфельном соусе на сметане,Dumplings with forest mushrooms and tiger prawns in truffle sauce served with sour cream
759,Уха из северных рыб с боровиками и картофельным кремом,Traditional Russian fish soup uha with forest mushrooms and potato purée
760,Хрустящие камни с кленовым соусом и маринованной черешней,Crispy rocks with maple sauce and pickled cherries
761,Тартар из хакасской говядины с соусом на курут и красноярской черемшой,Khakass beef tartare with kashk sauce and Krasnoyarsk ramsons
762,Говяжье ребро с консоме из сахарной косточки и подкопченной сметаной,Wood stove-baked beef rib with bone consommé and smoked sour cream
763,"Черный оливье с малосольным огурцом, кедровыми орехами и тартаром из говядины","Black Russian salad with salted cucumber, pine nuts and beef steak tartare"
764,"Стейк-салат с мраморной говядиной Black Angus с сезонной черемшой, битыми огурцами и маринованными брусниками","Marbled Black Angus beef salad with seasonal wild garlic, smashed cucumbers, and pickled cranberries"
765,"Какао с кремом и брусникой, домашним чизкеем и чёрным чесноком","Hot chocolate with cream and cranberries, homemade cheesecake, and black garlic"
766,Тартар из корейки косули с молочным улуном и вяленым маралом,Roe deer loin tartare with milk oolong and jerked siberian stag
767,Бочковые рыжики с пате из марала и свежевыжатым апельсиновым фрешем,Forest mushrooms with siberian stag pâté and fresh orange juice
768,Утиная ножка конфи с чесноком и корнеплодами в бульоне из белых грибов,Duck leg confit with garlic and root vegetables in strong porcini mushrooms broth
